,ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,USR
6413,17080,Pillow,PA,Zip Code Area,17080,Zip Matches ZCTA,R
6414,17081,Plainfield,PA,Post Office or large volume customer,17081,Zip Matches ZCTA,R
6415,17082,Port Royal,PA,Zip Code Area,17082,Zip Matches ZCTA,R
6416,17083,Quentin,PA,Post Office or large volume customer,17083,Zip matches ZCTA,R
6417,17084,Reedsville,PA,Zip Code Area,17084,Zip Matches ZCTA,R
6418,17086,Richfield,PA,Zip Code Area,17086,Zip Matches ZCTA,R
6419,17087,Richland,PA,Zip Code Area,17087,Zip Matches ZCTA,R
6420,17088,Schaefferstown,PA,Post Office or large volume customer,17088,Zip Matches ZCTA,R
6421,17090,Shermans Dale,PA,Zip Code Area,17090,Zip Matches ZCTA,R
6422,17093,Summerdale,PA,Post Office or large volume customer,17093,Zip Matches ZCTA,R
6423,17094,Thompsontown,PA,Zip Code Area,17094,Zip Matches ZCTA,R
6424,17097,Wiconisco,PA,Zip Code Area,17097,Zip matches ZCTA,R
6425,17098,Williamstown,PA,Zip Code Area,17098,Zip Matches ZCTA,R
6426,17099,Yeagertown,PA,Zip Code Area,17099,Zip Matches ZCTA,R
6427,17101,Harrisburg,PA,Zip Code Area,17101,Zip matches ZCTA,R
6428,17105,Harrisburg,PA,Post Office or large volume customer,17101,Spatial join to ZCTA,R
6429,17129,Harrisburg,PA,Post Office or large volume customer,17101,Spatial join to ZCTA,R
6430,17102,Harrisburg,PA,Zip Code Area,17102,Zip Matches ZCTA,R
6431,17103,Harrisburg,PA,Zip Code Area,17103,Zip Matches ZCTA,S
6432,17104,Harrisburg,PA,Zip Code Area,17104,Zip Matches ZCTA,S
6433,17122,Harrisburg,PA,Post Office or large volume customer,17104,Spatial join to ZCTA,S
6434,17106,Harrisburg,PA,Post Office or large volume customer,17110,Spatial join to ZCTA,S
6435,17107,Harrisburg,PA,Post Office or large volume customer,17110,Spatial join to ZCTA,S
6436,17110,Harrisburg,PA,Zip Code Area,17110,Zip Matches ZCTA,S
6437,17121,Harrisburg,PA,Post Office or large volume customer,17110,Spatial join to ZCTA,S
6438,17108,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6439,17120,Harrisburg,PA,Zip Code Area,17120,Zip Matches ZCTA,R
6440,17123,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6441,17124,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6442,17125,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6443,17126,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6444,17127,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6445,17128,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6446,17130,Harrisburg,PA,Post Office or large volume customer,17120,Spatial join to ZCTA,R
6447,17109,Harrisburg,PA,Zip Code Area,17109,Zip Matches ZCTA,S
6448,17177,Harrisburg,PA,Post Office or large volume customer,17109,Spatial join to ZCTA,S
6449,17111,Harrisburg,PA,Zip Code Area,17111,Zip Matches ZCTA,S
6450,17140,Harrisburg,PA,Post Office or large volume customer,17111,Spatial join to ZCTA,S
6451,17112,Harrisburg,PA,Zip Code Area,17112,Zip Matches ZCTA,S
6452,17113,Harrisburg,PA,Zip Code Area,17113,Zip Matches ZCTA,S
6453,17201,Chambersburg,PA,Zip Code Area,17201,Zip Matches ZCTA,S
6454,17202,Chambersburg,PA,Zip Code Area,17202,Zip Matches ZCTA,S
6455,17210,Amberson,PA,Post Office or large volume customer,17210,Zip Matches ZCTA,R
6456,17211,Artemas,PA,Zip Code Area,17211,Zip Matches ZCTA,R
6457,17212,Big Cove Tannery,PA,Zip Code Area,17212,Zip Matches ZCTA,R
6458,17213,Blairs Mills,PA,Zip Code Area,17213,Zip Matches ZCTA,R
6459,17214,Blue Ridge Summit,PA,Zip Code Area,17214,Zip Matches ZCTA,R
6460,17215,Burnt Cabins,PA,Zip Code Area,17215,Zip Matches ZCTA,R
6461,17217,Concord,PA,Post Office or large volume customer,17217,Zip Matches ZCTA,R
6462,17219,Doylesburg,PA,Zip Code Area,17219,Zip Matches ZCTA,R
6463,17220,Dry Run,PA,Zip Code Area,17220,Zip Matches ZCTA,R
6464,17221,Fannettsburg,PA,Zip Code Area,17221,Zip Matches ZCTA,R
6465,17222,Fayetteville,PA,Zip Code Area,17222,Zip Matches ZCTA,S
6466,17223,Fort Littleton,PA,Zip Code Area,17223,Zip Matches ZCTA,R
6467,17224,Fort Loudon,PA,Zip Code Area,17224,Zip Matches ZCTA,R
6468,17225,Greencastle,PA,Zip Code Area,17225,Zip Matches ZCTA,S
6469,17228,Harrisonville,PA,Zip Code Area,17228,Zip Matches ZCTA,R
6470,17229,Hustontown,PA,Zip Code Area,17229,Zip Matches ZCTA,R
6471,17231,Lemasters,PA,Post Office or large volume customer,17236,Spatial join to ZCTA,R
6472,17236,Mercersburg,PA,Zip Code Area,17236,Zip Matches ZCTA,R
6473,17232,Lurgan,PA,Zip Code Area,17244,Spatial join to ZCTA,R
6474,17244,Orrstown,PA,Zip Code Area,17244,Zip Matches ZCTA,R
6475,17233,Mc Connellsburg,PA,Zip Code Area,17233,Zip Matches ZCTA,R
6476,17235,Marion,PA,Post Office or large volume customer,17235,Zip Matches ZCTA,R
6477,17237,Mont Alto,PA,Zip Code Area,17237,Zip Matches ZCTA,R
6478,17238,Needmore,PA,Zip Code Area,17238,Zip Matches ZCTA,R
6479,17239,Neelyton,PA,Zip Code Area,17239,Zip Matches ZCTA,R
6480,17240,Newburg,PA,Zip Code Area,17240,Zip Matches ZCTA,R
6481,17241,Newville,PA,Zip Code Area,17241,Zip Matches ZCTA,S
6482,17243,Orbisonia,PA,Zip Code Area,17243,Zip Matches ZCTA,R
6483,17246,Pleasant Hall,PA,Zip Code Area,17246,Zip matches ZCTA,R
6484,17247,Quincy,PA,Post Office or large volume customer,17247,Zip matches ZCTA,R
6485,17249,Rockhill Furnace,PA,Post Office or large volume customer,17249,Zip Matches ZCTA,R
6486,17250,Rouzerville,PA,Post Office or large volume customer,17250,Zip matches ZCTA,R
6487,17251,Roxbury,PA,Post Office or large volume customer,17251,Zip Matches ZCTA,R
6488,17252,Saint Thomas,PA,Zip Code Area,17252,Zip Matches ZCTA,R
6489,17253,Saltillo,PA,Post Office or large volume customer,17253,Zip Matches ZCTA,R
6490,17254,Scotland,PA,Post Office or large volume customer,17254,Zip matches ZCTA,R
6491,17255,Shade Gap,PA,Zip Code Area,17255,Zip Matches ZCTA,R
6492,17256,Shady Grove,PA,Post Office or large volume customer,17256,Zip matches ZCTA,R
6493,17257,Shippensburg,PA,Zip Code Area,17257,Zip Matches ZCTA,S
6494,17260,Shirleysburg,PA,Zip Code Area,17260,Zip Matches ZCTA,R
6495,17261,South Mountain,PA,Post Office or large volume customer,17261,Zip matches ZCTA,R
6496,17262,Spring Run,PA,Zip Code Area,17262,Zip Matches ZCTA,R
6497,17263,State Line,PA,Post Office or large volume customer,17263,Zip Matches ZCTA,R
6498,17264,Three Springs,PA,Zip Code Area,17264,Zip Matches ZCTA,R
6499,17265,Upperstrasburg,PA,Zip Code Area,17265,Zip Matches ZCTA,R
6500,17266,Walnut Bottom,PA,Zip Code Area,17266,Zip Matches ZCTA,R
6501,17267,Warfordsburg,PA,Zip Code Area,17267,Zip Matches ZCTA,R
6502,17268,Waynesboro,PA,Zip Code Area,17268,Zip Matches ZCTA,S
6503,17271,Willow Hill,PA,Zip Code Area,17271,Zip matches ZCTA,R
6504,17272,Zullinger,PA,Post Office or large volume customer,17272,Zip matches ZCTA,R
6505,17301,Abbottstown,PA,Zip Code Area,17301,Zip Matches ZCTA,R
6506,17302,Airville,PA,Zip Code Area,17302,Zip Matches ZCTA,R
6507,17303,Arendtsville,PA,Post Office or large volume customer,17307,Spatial join to ZCTA,R
6508,17307,Biglerville,PA,Zip Code Area,17307,Zip Matches ZCTA,R
6509,17304,Aspers,PA,Zip Code Area,17304,Zip Matches ZCTA,R
6510,17306,Bendersville,PA,Post Office or large volume customer,17306,Zip Matches ZCTA,R
6511,17309,Brogue,PA,Zip Code Area,17309,Zip Matches ZCTA,R
6512,17310,Cashtown,PA,Post Office or large volume customer,17353,Spatial join to ZCTA,R
6513,17353,Orrtanna,PA,Zip Code Area,17353,Zip Matches ZCTA,R
6514,17311,Codorus,PA,Post Office or large volume customer,17311,Zip matches ZCTA,R
6515,17312,Craley,PA,Post Office or large volume customer,17368,Spatial join to ZCTA,R
6516,17368,Wrightsville,PA,Zip Code Area,17368,Zip Matches ZCTA,R
6517,17313,Dallastown,PA,Zip Code Area,17313,Zip Matches ZCTA,S
6518,17314,Delta,PA,Zip Code Area,17314,Zip Matches ZCTA,R
6519,17315,Dover,PA,Zip Code Area,17315,Zip Matches ZCTA,S
6520,17316,East Berlin,PA,Zip Code Area,17316,Zip Matches ZCTA,R
6521,17317,East Prospect,PA,Post Office or large volume customer,17317,Zip Matches ZCTA,R
6522,17318,Emigsville,PA,Post Office or large volume customer,17318,Zip matches ZCTA,R
6523,17319,Etters,PA,Zip Code Area,17319,Zip Matches ZCTA,S
6524,17320,Fairfield,PA,Zip Code Area,17320,Zip Matches ZCTA,R
6525,17321,Fawn Grove,PA,Zip Code Area,17321,Zip Matches ZCTA,R
6526,17322,Felton,PA,Zip Code Area,17322,Zip Matches ZCTA,R
6527,17324,Gardners,PA,Zip Code Area,17324,Zip Matches ZCTA,R
6528,17337,Idaville,PA,Post Office or large volume customer,17324,Spatial join to ZCTA,R
6529,17375,Peach Glen,PA,Post Office or large volume customer,17324,Spatial join to ZCTA,R
6530,17325,Gettysburg,PA,Zip Code Area,17325,Zip Matches ZCTA,S
6531,17327,Glen Rock,PA,Zip Code Area,17327,Zip Matches ZCTA,R
6532,17329,Glenville,PA,Zip Code Area,17329,Zip Matches ZCTA,R
6533,17331,Hanover,PA,Zip Code Area,17331,Zip Matches ZCTA,U
6534,17332,Hanover,PA,Post Office or large volume customer,17331,Spatial join to ZCTA,U
6535,17333,Hanover,PA,Post Office or large volume customer,17331,Spatial join to ZCTA,U
6536,17334,Hanover,PA,Post Office or large volume customer,17331,Spatial join to ZCTA,U
6537,17335,Hanover,PA,Post Office or large volume customer,17331,Spatial join to ZCTA,U
6538,17339,Lewisberry,PA,Zip Code Area,17339,Zip Matches ZCTA,R
6539,17340,Littlestown,PA,Zip Code Area,17340,Zip Matches ZCTA,S
6540,17342,Loganville,PA,Post Office or large volume customer,17360,Spatial join to ZCTA,R
6541,17360,Seven Valleys,PA,Zip Code Area,17360,Zip Matches ZCTA,R
6542,17343,Mc Knightstown,PA,Post Office or large volume customer,17343,Zip Matches ZCTA,R
6543,17344,Mc Sherrystown,PA,Zip Code Area,17344,Zip Matches ZCTA,R
6544,17345,Manchester,PA,Zip Code Area,17345,Zip Matches ZCTA,R
6545,17347,Mount Wolf,PA,Zip Code Area,17347,Zip Matches ZCTA,R
6546,17349,New Freedom,PA,Zip Code Area,17349,Zip Matches ZCTA,R
6547,17350,New Oxford,PA,Zip Code Area,17350,Zip Matches ZCTA,S
6548,17352,New Park,PA,Zip Code Area,17352,Zip Matches ZCTA,R
6549,17354,Porters Sideling,PA,Post Office or large volume customer,17362,Spatial join to ZCTA,S
6550,17362,Spring Grove,PA,Zip Code Area,17362,Zip Matches ZCTA,S
6551,17355,Railroad,PA,Post Office or large volume customer,17355,Zip Matches ZCTA,R
6552,17356,Red Lion,PA,Zip Code Area,17356,Zip Matches ZCTA,S
6553,17358,Rossville,PA,Post Office or large volume customer,17365,Spatial join to ZCTA,R
6554,17365,Wellsville,PA,Zip Code Area,17365,Zip Matches ZCTA,R
6555,17361,Shrewsbury,PA,Zip Code Area,17361,Zip Matches ZCTA,R
6556,17363,Stewartstown,PA,Zip Code Area,17363,Zip Matches ZCTA,R
6557,17364,Thomasville,PA,Zip Code Area,17364,Zip Matches ZCTA,R
6558,17366,Windsor,PA,Zip Code Area,17366,Zip Matches ZCTA,R
6559,17370,York Haven,PA,Zip Code Area,17370,Zip Matches ZCTA,R
6560,17371,York New Salem,PA,Post Office or large volume customer,17371,Zip matches ZCTA,R
6561,17372,York Springs,PA,Zip Code Area,17372,Zip Matches ZCTA,R
6562,17401,York,PA,Zip Code Area,17401,Zip Matches ZCTA,S
6563,17405,York,PA,Post Office or large volume customer,17401,Spatial join to ZCTA,S
6564,17402,York,PA,Zip Code Area,17402,Zip Matches ZCTA,S
6565,17403,York,PA,Zip Code Area,17403,Zip Matches ZCTA,S
6566,17404,York,PA,Zip Code Area,17404,Zip Matches ZCTA,S
6567,17406,York,PA,Zip Code Area,17406,Zip Matches ZCTA,S
6568,17407,York,PA,Zip Code Area,17407,Zip Matches ZCTA,R
6569,17408,York,PA,Zip Code Area,17408,Zip Matches ZCTA,S
6570,17501,Akron,PA,Zip Code Area,17501,Zip Matches ZCTA,R
6571,17502,Bainbridge,PA,Zip Code Area,17502,Zip Matches ZCTA,R
6572,17503,Bart,PA,Post Office or large volume customer,17566,Spatial join to ZCTA,S
6573,17566,Quarryville,PA,Zip Code Area,17566,Zip Matches ZCTA,S
6574,17504,Bausman,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6575,17601,Lancaster,PA,Zip Code Area,17601,Zip Matches ZCTA,S
6576,17604,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6577,17605,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6578,17607,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6579,17608,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6580,17611,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6581,17699,Lancaster,PA,Post Office or large volume customer,17601,Spatial join to ZCTA,S
6582,17505,Bird in Hand,PA,Zip Code Area,17505,Zip Matches ZCTA,R
6583,17506,Blue Ball,PA,Post Office or large volume customer,17519,Spatial join to ZCTA,R
6584,17519,East Earl,PA,Zip Code Area,17519,Zip Matches ZCTA,R
6585,17528,Goodville,PA,Post Office or large volume customer,17519,Spatial join to ZCTA,R
6586,17507,Bowmansville,PA,Post Office or large volume customer,17507,Zip matches ZCTA,R
6587,17508,Brownstown,PA,Post Office or large volume customer,17508,Zip matches ZCTA,R
6588,17509,Christiana,PA,Zip Code Area,17509,Zip Matches ZCTA,R
6589,17512,Columbia,PA,Zip Code Area,17512,Zip Matches ZCTA,S
6590,17516,Conestoga,PA,Zip Code Area,17516,Zip Matches ZCTA,R
6591,17517,Denver,PA,Zip Code Area,17517,Zip Matches ZCTA,S
6592,17518,Drumore,PA,Zip Code Area,17518,Zip Matches ZCTA,R
6593,17520,East Petersburg,PA,Zip Code Area,17520,Zip Matches ZCTA,R
6594,17521,Elm,PA,Post Office or large volume customer,17543,Spatial join to ZCTA,S
6595,17533,Hopeland,PA,Post Office or large volume customer,17543,Spatial join to ZCTA,S
6596,17543,Lititz,PA,Zip Code Area,17543,Zip Matches ZCTA,S
6597,17522,Ephrata,PA,Zip Code Area,17522,Zip Matches ZCTA,S
6598,17549,Martindale,PA,Post Office or large volume customer,17522,Spatial join to ZCTA,S
6599,17527,Gap,PA,Zip Code Area,17527,Zip Matches ZCTA,R
6600,17529,Gordonville,PA,Zip Code Area,17529,Zip Matches ZCTA,R
6601,17534,Intercourse,PA,Post Office or large volume customer,17529,Spatial join to ZCTA,R
6602,17532,Holtwood,PA,Zip Code Area,17532,Zip Matches ZCTA,R
6603,17535,Kinzers,PA,Zip Code Area,17535,Zip Matches ZCTA,R
6604,17536,Kirkwood,PA,Zip Code Area,17536,Zip Matches ZCTA,R
6605,17537,Lampeter,PA,Post Office or large volume customer,17602,Spatial join to ZCTA,U
6606,17585,Witmer,PA,Post Office or large volume customer,17602,Spatial join to ZCTA,U
6607,17602,Lancaster,PA,Zip Code Area,17602,Zip Matches ZCTA,U
6608,17538,Landisville,PA,Zip Code Area,17538,Zip Matches ZCTA,R
6609,17622,Lancaster,PA,Post Office or large volume customer,17538,Spatial join to ZCTA,R
6610,17540,Leola,PA,Zip Code Area,17540,Zip Matches ZCTA,R
6611,17580,Talmage,PA,Post Office or large volume customer,17540,Spatial join to ZCTA,R
6612,17545,Manheim,PA,Zip Code Area,17545,Zip Matches ZCTA,S
6613,17564,Penryn,PA,Post Office or large volume customer,17545,Spatial join to ZCTA,S
6614,17547,Marietta,PA,Zip Code Area,17547,Zip Matches ZCTA,R
6615,17550,Maytown,PA,Zip Code Area,17550,Zip Matches ZCTA,R
6616,17551,Millersville,PA,Zip Code Area,17551,Zip Matches ZCTA,S
6617,17552,Mount Joy,PA,Zip Code Area,17552,Zip Matches ZCTA,S
6618,17575,Silver Spring,PA,Post Office or large volume customer,17552,Spatial join to ZCTA,S
6619,17554,Mountville,PA,Zip Code Area,17554,Zip Matches ZCTA,R
6620,17555,Narvon,PA,Zip Code Area,17555,Zip Matches ZCTA,R
6621,17557,New Holland,PA,Zip Code Area,17557,Zip Matches ZCTA,S
6622,17560,New Providence,PA,Zip Code Area,17560,Zip Matches ZCTA,R
6623,17562,Paradise,PA,Zip Code Area,17562,Zip Matches ZCTA,R
6624,17563,Peach Bottom,PA,Zip Code Area,17563,Zip Matches ZCTA,R
6625,17565,Pequea,PA,Zip Code Area,17565,Zip Matches ZCTA,R
6626,17567,Reamstown,PA,Post Office or large volume customer,17578,Spatial join to ZCTA,R
6627,17578,Stevens,PA,Zip Code Area,17578,Zip Matches ZCTA,R
6628,17568,Refton,PA,Post Office or large volume customer,17584,Spatial join to ZCTA,R
6629,17583,West Willow,PA,Post Office or large volume customer,17584,Spatial join to ZCTA,R
6630,17584,Willow Street,PA,Zip Code Area,17584,Zip Matches ZCTA,R
6631,17569,Reinholds,PA,Zip Code Area,17569,Zip Matches ZCTA,R
6632,17570,Rheems,PA,Post Office or large volume customer,17570,Zip Matches ZCTA,R
6633,17572,Ronks,PA,Zip Code Area,17572,Zip Matches ZCTA,R
6634,17573,Lancaster,PA,Post Office or large volume customer,17572,Spatial join to ZCTA,R
6635,17576,Smoketown,PA,Zip Code Area,17576,Zip Matches ZCTA,R
6636,17579,Strasburg,PA,Zip Code Area,17579,Zip Matches ZCTA,R
6637,17581,Terre Hill,PA,Zip Code Area,17581,Zip matches ZCTA,R
6638,17582,Washington Boro,PA,Zip Code Area,17582,Zip Matches ZCTA,R
6639,17603,Lancaster,PA,Zip Code Area,17603,Zip Matches ZCTA,U
6640,17606,Lancaster,PA,Post Office or large volume customer,17606,Zip Matches ZCTA,R
6641,17701,Williamsport,PA,Zip Code Area,17701,Zip Matches ZCTA,S
6642,17703,Williamsport,PA,Post Office or large volume customer,17701,Spatial join to ZCTA,S
6643,17705,Williamsport,PA,Post Office or large volume customer,17701,Spatial join to ZCTA,S
6644,17720,Antes Fort,PA,Post Office or large volume customer,17701,Spatial join to ZCTA,S
6645,17702,Williamsport,PA,Zip Code Area,17702,Zip Matches ZCTA,S
6646,17721,Avis,PA,Zip Code Area,17721,Zip Matches ZCTA,R
6647,17723,Cammal,PA,Zip Code Area,17723,Zip Matches ZCTA,R
6648,17726,Castanea,PA,Post Office or large volume customer,17745,Spatial join to ZCTA,S
6649,17745,Lock Haven,PA,Zip Code Area,17745,Zip Matches ZCTA,S
6650,17727,Cedar Run,PA,Zip Code Area,17727,Zip Matches ZCTA,R
6651,17728,Cogan Station,PA,Zip Code Area,17728,Zip Matches ZCTA,R
6652,17729,Cross Fork,PA,Zip Code Area,17729,Zip Matches ZCTA,R
6653,17730,Dewart,PA,Post Office or large volume customer,17730,Zip Matches ZCTA,R
6654,17731,Eagles Mere,PA,Post Office or large volume customer,17731,Zip Matches ZCTA,R
6655,17737,Hughesville,PA,Zip Code Area,17737,Zip Matches ZCTA,R
6656,17739,Jersey Mills,PA,Post Office or large volume customer,17739,Zip Matches ZCTA,R
6657,17740,Jersey Shore,PA,Zip Code Area,17740,Zip Matches ZCTA,S
6658,17769,Slate Run,PA,Post Office or large volume customer,17740,Spatial join to ZCTA,S
6659,17742,Lairdsville,PA,Zip Code Area,17742,Zip matches ZCTA,R
6660,17744,Linden,PA,Zip Code Area,17744,Zip Matches ZCTA,R
6661,17747,Loganton,PA,Zip Code Area,17747,Zip Matches ZCTA,R
6662,17748,Mc Elhattan,PA,Post Office or large volume customer,17748,Zip matches ZCTA,R
6663,17749,Mc Ewensville,PA,Post Office or large volume customer,17749,Zip Matches ZCTA,R
6664,17750,Mackeyville,PA,Post Office or large volume customer,17750,Zip matches ZCTA,R
6665,17751,Mill Hall,PA,Zip Code Area,17751,Zip Matches ZCTA,R
6666,17752,Montgomery,PA,Zip Code Area,17752,Zip Matches ZCTA,R
6667,17754,Montoursville,PA,Zip Code Area,17754,Zip Matches ZCTA,S
6668,17756,Muncy,PA,Zip Code Area,17756,Zip Matches ZCTA,S
6669,17758,Muncy Valley,PA,Zip Code Area,17758,Zip Matches ZCTA,R
6670,17760,North Bend,PA,Zip Code Area,17760,Zip Matches ZCTA,R
6671,17762,Picture Rocks,PA,Post Office or large volume customer,17762,Zip matches ZCTA,R
6672,17763,Ralston,PA,Zip Code Area,17763,Zip matches ZCTA,R
6673,17764,Renovo,PA,Zip Code Area,17764,Zip Matches ZCTA,R
6674,17765,Roaring Branch,PA,Zip Code Area,17765,Zip Matches ZCTA,R
6675,17768,Shunk,PA,Zip Code Area,17768,Zip Matches ZCTA,R
6676,17771,Trout Run,PA,Zip Code Area,17771,Zip Matches ZCTA,R
6677,17772,Turbotville,PA,Zip Code Area,17772,Zip Matches ZCTA,R
6678,17774,Unityville,PA,Zip Code Area,17774,Zip Matches ZCTA,R
6679,17776,Waterville,PA,Zip Code Area,17776,Zip Matches ZCTA,R
6680,17777,Watsontown,PA,Zip Code Area,17777,Zip Matches ZCTA,R
6681,17778,Westport,PA,Zip Code Area,17778,Zip Matches ZCTA,R
6682,17779,Woolrich,PA,Post Office or large volume customer,17779,Zip Matches ZCTA,R
6683,17801,Sunbury,PA,Zip Code Area,17801,Zip Matches ZCTA,S
6684,17877,Snydertown,PA,Zip Code Area,17801,Spatial join to ZCTA,S
6685,17810,Allenwood,PA,Zip Code Area,17810,Zip Matches ZCTA,R
6686,17812,Beaver Springs,PA,Zip Code Area,17812,Zip Matches ZCTA,R
6687,17843,Beaver Springs,PA,Post Office or large volume customer,17812,Spatial join to ZCTA,R
6688,17882,Troxelville,PA,Post Office or large volume customer,17812,Spatial join to ZCTA,R
6689,17813,Beavertown,PA,Zip Code Area,17813,Zip Matches ZCTA,R
6690,17814,Benton,PA,Zip Code Area,17814,Zip Matches ZCTA,R
6691,17815,Bloomsburg,PA,Zip Code Area,17815,Zip Matches ZCTA,S
6692,17820,Catawissa,PA,Zip Code Area,17820,Zip Matches ZCTA,R
6693,17858,Numidia,PA,Post Office or large volume customer,17820,Spatial join to ZCTA,R
6694,17821,Danville,PA,Zip Code Area,17821,Zip Matches ZCTA,S
6695,17822,Danville,PA,Post Office or large volume customer,17822,Zip Matches ZCTA,R
6696,17823,Dornsife,PA,Zip Code Area,17823,Zip Matches ZCTA,R
6697,17824,Elysburg,PA,Zip Code Area,17824,Zip Matches ZCTA,R
6698,17827,Freeburg,PA,Zip Code Area,17827,Zip Matches ZCTA,R
6699,17829,Hartleton,PA,Post Office or large volume customer,17829,Zip Matches ZCTA,R
6700,17830,Herndon,PA,Zip Code Area,17830,Zip Matches ZCTA,R
6701,17831,Hummels Wharf,PA,Post Office or large volume customer,17870,Spatial join to ZCTA,S
6702,17870,Selinsgrove,PA,Zip Code Area,17870,Zip Matches ZCTA,S
6703,17832,Marion Heights,PA,Zip Code Area,17832,Zip Matches ZCTA,R
6704,17833,Kreamer,PA,Post Office or large volume customer,17842,Spatial join to ZCTA,R
6705,17842,Middleburg,PA,Zip Code Area,17842,Zip Matches ZCTA,R
6706,17834,Kulpmont,PA,Zip Code Area,17834,Zip Matches ZCTA,R
6707,17835,Laurelton,PA,Zip Code Area,17835,Zip matches ZCTA,R
6708,17836,Leck Kill,PA,Zip Code Area,17836,Zip Matches ZCTA,R
6709,17837,Lewisburg,PA,Zip Code Area,17837,Zip Matches ZCTA,S
6710,17840,Locust Gap,PA,Post Office or large volume customer,17840,Zip Matches ZCTA,R
6711,17841,Mc Clure,PA,Zip Code Area,17841,Zip Matches ZCTA,R
6712,17844,Mifflinburg,PA,Zip Code Area,17844,Zip Matches ZCTA,S
6713,17883,Vicksburg,PA,Post Office or large volume customer,17844,Spatial join to ZCTA,S
6714,17845,Millmont,PA,Zip Code Area,17845,Zip Matches ZCTA,R
6715,17846,Millville,PA,Zip Code Area,17846,Zip Matches ZCTA,R
6716,17847,Milton,PA,Zip Code Area,17847,Zip Matches ZCTA,S
6717,17850,Montandon,PA,Zip Code Area,17850,Zip Matches ZCTA,R
6718,17851,Mount Carmel,PA,Zip Code Area,17851,Zip Matches ZCTA,R
6719,17853,Mount Pleasant Mills,PA,Zip Code Area,17853,Zip Matches ZCTA,R
6720,17855,New Berlin,PA,Zip Code Area,17855,Zip Matches ZCTA,R
6721,17856,New Columbia,PA,Zip Code Area,17856,Zip Matches ZCTA,R
6722,17857,Northumberland,PA,Zip Code Area,17857,Zip Matches ZCTA,R
6723,17859,Orangeville,PA,Zip Code Area,17859,Zip Matches ZCTA,R
6724,17860,Paxinos,PA,Zip Code Area,17860,Zip Matches ZCTA,R
6725,17861,Paxtonville,PA,Post Office or large volume customer,17861,Zip Matches ZCTA,R
6726,17862,Penns Creek,PA,Post Office or large volume customer,17862,Zip Matches ZCTA,R
6727,17864,Port Trevorton,PA,Zip Code Area,17864,Zip Matches ZCTA,R
6728,17865,Potts Grove,PA,Post Office or large volume customer,17865,Zip matches ZCTA,R
6729,17866,Coal Township,PA,Zip Code Area,17866,Zip Matches ZCTA,S
6730,17867,Rebuck,PA,Zip Code Area,17867,Zip matches ZCTA,R
6731,17868,Riverside,PA,Post Office or large volume customer,17868,Zip Matches ZCTA,R
6732,17872,Shamokin,PA,Zip Code Area,17872,Zip Matches ZCTA,R
6733,17876,Shamokin Dam,PA,Zip Code Area,17876,Zip Matches ZCTA,R
6734,17878,Stillwater,PA,Zip Code Area,17878,Zip Matches ZCTA,R
6735,18611,Cambra,PA,Post Office or large volume customer,17878,Spatial join to ZCTA,R
6736,17880,Swengel,PA,Post Office or large volume customer,17880,Zip matches ZCTA,R
6737,17881,Trevorton,PA,Zip Code Area,17881,Zip Matches ZCTA,R
6738,17884,Washingtonville,PA,Post Office or large volume customer,17884,Zip Matches ZCTA,R
6739,17885,Weikert,PA,Post Office or large volume customer,17885,Zip Matches ZCTA,R
6740,17886,West Milton,PA,Zip Code Area,17886,Zip Matches ZCTA,R
6741,17887,White Deer,PA,Post Office or large volume customer,17887,Zip Matches ZCTA,R
6742,17888,Wilburton,PA,Zip Code Area,17888,Zip matches ZCTA,R
6743,17889,Winfield,PA,Zip Code Area,17889,Zip Matches ZCTA,R
6744,17901,Pottsville,PA,Zip Code Area,17901,Zip Matches ZCTA,S
6745,17920,Aristes,PA,Post Office or large volume customer,17920,Zip Matches ZCTA,R
6746,17921,Ashland,PA,Zip Code Area,17921,Zip Matches ZCTA,R
6747,17922,Auburn,PA,Zip Code Area,17922,Zip Matches ZCTA,R
6748,17923,Branchdale,PA,Zip Code Area,17923,Zip Matches ZCTA,R
6749,17925,Brockton,PA,Zip Code Area,17925,Zip Matches ZCTA,R
6750,17929,Cressona,PA,Zip Code Area,17929,Zip Matches ZCTA,R
6751,17930,Cumbola,PA,Post Office or large volume customer,17930,Zip Matches ZCTA,R
6752,17931,Frackville,PA,Zip Code Area,17931,Zip Matches ZCTA,R
